1,AAPL
2,AAPL
3,AAPL
4,AAPL
5,AAPL
6,AAPL
7,AAPL
8,AAPL
9,META
10,META
11,META
12,META
13,META
14,META
15,META
16,META
17,AMZN
18,AMZN
19,AMZN
20,AMZN
21,AMZN
22,AMZN
23,GOOGL
24,GOOGL
25,GOOGL
26,GOOGL
27,GOOGL
28,GOOGL
29,NVDA
30,NVDA
31,NVDA
32,NVDA
33,NVDA
34,NVDA
35,NVDA
36,NVDA
37,MSFT
38,MSFT
39,MSFT
40,MSFT
41,MSFT
42,AMD
43,AMD
44,AMD
45,AMD
46,AMD
47,AMD
