BlackRock Advantage Small Cap Core Fund
Columbia Fds Ser Tr I- Multi Mgr International Equity Strategies Fd
Vanguard Specialized-Health Care Fund
Brown Capital Management International Small Company Fund
Alger Small Cap Focus Fund
Price (T.Rowe) Small Cap Stock Fund
Price (T.Rowe) International Discovery Fund
Janus Henderson Triton Fund
Invesco Oppenheimer International Growth Fund
Brown Advisory Fds--Brown Advisory Small Cap Growth Fd
Advisors Inner Circle Fund II-Champlain Mid Cap Fund
IndexIQ Tr-IQ Merger Arbitrage ETF
Vanguard Institutional Index-Inst Total Stock Market Ind
Fidelity Total Market Index Fund
Vanguard Balanced Index Fund
Northern Small Cap Core Fund
Fidelity Series Total Market Index Fund
Schwab Capital Trust-Total Stock Market Index Fund
Tekla Life Sciences Investors
DFA U.S. Micro Cap Series
Growth Fund Of America Inc
Advisors Inner Circle Fund-Edgewood Growth Fd
New Perspective Fund Inc
Fidelity Contrafund Inc
Amcap Fund
Franklin Strategic Series-Franklin Small Cap Growth Fund
Franklin Strategic Series-Franklin Biotechnology Discove
BlackRock Health Sciences Term Trust
Fidelity Growth Company Fund
Fidelity Growth Company K6 Fund
Fidelity Series Growth Company Fund
Fidelity Select Portfolios - Biotechnology
Fidelity Small Cap Growth Fund
Fidelity Small Cap Growth K6 Fund
Morgan Stanley Inst Fund Inc-Inception Port
iShares Russell 2000 Growth ETF
iShares Genomics Immunology and Healthcare ETF
EQ Advisors Trust-1290 VT Micro Cap Port
Tidal ETF Tr-Robinson Alternative Yield Pre-Merger SPAC ETF
FPA Funds Tr-FPA Crescent Fund
Source Capital Inc
PartnerSelect Alternative Strategies Fund
JNL Series Trust-JNL/Multi Manager Alternative Fund
First Tr Exchange Traded Fd-First Trust Alternative Opportunities Fd
Listed Funds Tr-RiverNorth Enhanced Pre-Merger SPAC ETF
SPDR (R) Ser Tr-SPDR (R) S&P (R) Biotech ETF
Price (T.Rowe) New Horizons Fund
First Trust NYSE Arca Biotechnology Index Fund
Fidelity NASDAQ Composite Index ETF
Special Opportunities Fd
ETF Managers Tr-EFTMG Alternative Harvest ETF
Global X Fds-The Global X Cannabis ETF
Investment Managers Ser Tr II-AXS Cannabis ETF
DFA Investment Dimensions-Canadian Small Company Series
SPDR (R) Idx Shares-SPDR (R) S&P (R) International Small Cap ETF
Cambria ETF Tr-Cambria Cannabis ETF
Invesco ETF Tr II-Invesco FTSE RAFI Dev Markets ex US Small Mid
DFA International Core Equity Portfolio
DFA International Vector Equity Port
ARK ETF Tr-ARK Genomic Revolution ETF
JP Morgan Small Cap Growth Fund
Principal Small Cap Growth Fd I
Fidelity Select Portfolios - Energy
Fidelity Advisor Energy Fund
Victory Portfolios III-Victory Extended Market Index Fd
John Hancock Var Ins Tr-Total Stock Market Index Tr
iShares Core S&P Total U.S. Stock Market ETF
TIAA-CREF Funds-Equity Index Fund
Fidelity Small Cap Enhanced Index Fund
Artisan International Value Fund
Baron Growth Fund
Baron Partners Fund
Investment Managers Ser Tr-WCM Focused International Growth Fd
Allspring Special Mid Cap Value Fund
iShares Preferred & Income Securities ETF
Cohen & Steers Preferred Securities & Income Fund
Invesco ETF Tr II-Invesco Preferred ETF
First Trust Preferred Securities & Income ETF
Global X Fds-Global X U.S. Preferred ETF
Invesco ETF Tr-Invesco Financial Preferred ETF
SPDR (R) Ser Tr-SPDR ICE Preferred Securities ETF
First Trust Intermediate Duration Preferred & Income Fd
Innovator ETF Tr-Innovator S&P Investment Grade Preferred ETF
Principal Spectrum & Capital Securities Income Fd
Cohen & Steers Tax-Advantage Preferred Securities & Income Fund
"Cohen & Steers Infrastructure Fund, Inc."
Flaherty & Crumrine Preferred and Income Securities Fund
Price (T.Rowe) Mid Cap Growth Fund
iShares Core S&P Midcap ETF
"Vanguard Explorer Fund, Inc."
JP Morgan Mid Cap Growth Fund
Fidelity Select Portfolios - Health Care
Invesco ETF Tr II-Invesco DWA Small Cap Momentum ETF
Forum Funds II-Acuitas U.S. Micro Cap Fund
DFA U.S. Vector Equity Portfolio
DFA U.S. Core Equity 1 Portfolio
JNL Series Trust-JNL/DFA U.S. Small Cap Fund
Allianz VIP Tr-AZL DFA U.S. Small Cap Fd
Franklin Value Investors Trust-Franklin Small Cap Value
Franklin Templeton VIP-Small Cap Value VIP Fund
MFS Series Trust XIII-MFS New Discovery Value Fund
Franklin Mutual Series Fund-Mutual Quest Fund
Primecap Odyssey Aggressive Growth Fund
Price (T.Rowe) Integrated U.S. Small-Cap Growth Equity Fd
iShares Semiconductor ETF
Lord Abbett Developing Growth Fund
Janus Henderson Global Life Sciences Fund
Fidelity Advisor Biotechnology Fund
Fidelity Series Small Cap Opportunities Fund
Professionally Managed Portf-Osterweis Emerging Opportunity Fund
JP Morgan Small Cap Value Fund
Oberweis Micro-Cap Portfolio
Matthews International Fds-Matthews China Small Companies Fund
Fidelity Low-Priced Stock Fund
Bridgeway Fds Inc-Omni Small Cap Value Fund
Fidelity Low Priced Stock K6 Fund
180 Degree Capital Corp
DFA U.S. Targeted Value Portfolio
Dimensional ETF Tr-Dimensional U.S. Targeted Value ETF
MainStay WMC Small Companies Fund
Hartford Smallcap Growth HLS Series
Schwab Strategic Tr-Schwab U.S. Small Cap ETF
Federated Hermes Kaufmann Fund
Series Portfolios Tr-Unusual Whales Subversive Republican Trading ETF
Fidelity Small Cap Stock Fund
WisdomTree Tr-WisdomTree U. S. Mid Cap Dividend Fd
Starboard Investment Tr-Roumell Opportunistic Value Fd
ETF Opportunities Tr-Formidable ETF
Royce Micro Cap Trust
Royce Opportunity Fund
AB Cap Fd.-AB Small Cap Growth Port
Fidelity Advisor Growth Opportunities Fund
Fidelity Blue Chip Growth Fund
Meridian Growth Fund
SPDR Portfolio Developed World ex-US ETF
Simplify Exchange Traded Fds-Simplify Propel Opportunities ETF
Price (T.Rowe) Extended Equity Market Index Fund
Harbor Disruptive Innovation Fund
Variable Insurance Products Fd II-Disciplined Small Cap Portfolio
Columbia Fds Ser Tr II-Columbia Seligman Technology & Information Fund
John Hancock Small Cap Core Fd
Pacer Small Cap U.S. Cash Cows 100 ETF
JP Morgan Equity Income Fund
Vanguard Index-Value Index Fund
MFS Series Trust I-MFS Value Fund
Franklin Managed Trust - Rising Dividends Fund
Invesco Main Street Small Cap Fund
College Retirement Equities Fund-Stock Account
TIAA-CREF Funds-Quant Small Cap Equity Fund
"AB Bond Fund Inc., AB All Market Real Return Port"
Global X Fds-Global X Hydrogen ETF
Schwab Strategic Tr-Schwab U.S. Dividend Equity ETF
Vanguard Specialized-Dividend Growth Fund
MFS New Discovery Fund
Invesco Global Opportunities Fund
Tidal Tr II-Carbon Collective Climate Solutions U.S. Equity ETF
Loomis Sayles Growth Fund
Principal Mid Cap Fund
RBC Fds Tr-RBC Micro Cap Value Fd
Undiscovered Managers Behavioral Value Fund
Needham Small Cap Growth Fund
"Blair (William) Mutual Funds,Inc-Small Cap Value Fund"
"Calvert Impact Fund, Inc-Calvert Small Cap Fund"
JNL Series Trust-JNL/Multi Manager Small Cap Value Fund
Wasatch Microcap Fund
Columbia Fds Ser Tr I-Columbia Small Cap Growth Fd I
Price (T.Rowe) Small-Cap Value Fund
Price (T.Rowe) U.S. Small-Cap Value Equity Trust
Oberweis Small Cap Opportunties Fund
Invesco ETF Tr-Invesco Dynamic Semiconductors ETF
Fidelity Advisor Small Cap Fund
Roxbury/Hood River Small Cap Growth Fund
Victory Portfolios-Sycamore Small Company Opportunity Fund
Neuberger & Berman Genesis Fund
Investment Managers Ser Tr II-First Trust Merger Arbitrage Fd
"Merger Fund, The"
Collaborative Inv Ser Tr-SPAC and New Issue ETF
Blackstone Alternative Multi-Strategy Fund
WCM Alternatives Event Driven Fd
JNL Series Trust-JNL/Westchester Capital Event Driven Fund
"Merger Fund Vl, The"
Investment Managers Ser Tr II-First Trust Multi-Strategy Fd
Select Sector SPDR Fund-Utilities
Vanguard Fenway Funds-Equity Income Fund
Vanguard/Wellington Fund Inc.
Listed Funds Tr-Horizon Kinetics SPAC Active ETF
Principal Global Multi Strategy Fd
WCM Alternatives Credit Event Fd
Calamos Market Neutral Income Fund
Dimensional ETF Tr-Dimensional U.S. Core Equity 2 ETF
ETF Managers Tr-EFTMG U.S. Alternative Harvest ETF
iShares Mortgage Real Estate ETF
Wasatch Micro-Cap Value Fund
Guggenheim Active Allocation Fund
Vanguard Variable Insurance Fund-Small Company Growth
Variable Insurance Products Fund-Growth Portfolio
Tekla Healthcare Investors
Fidelity Advisor Equity Growth Fund
Fidelity Growth Discovery Fund
Lincoln VIP Tr-SSgA Small Cap Index Fund
Quantitative Master Series Tr-Master Small Cap Index Series
TIAA-CREF Funds-Small-Cap Blend Index Fund
Morgan Stanley Inst Fd Inc-Growth Port
Vanguard U.S. Growth Fund
Brighthouse Fds Tr I-Morgan Stanley Discovery Port
Baron Emerging Markets Fund
Fidelity Latin America Fund (US)
Baron Global Advantage Fund
Fidelity Emerging Markets Discovery Fund
MFS International New Discovery Fund
Baron International Growth Fund
SPDR (R) Ser Tr-SPDR� Kensho New Economies Composite ETF
Brinker Capital Destinations Tr-Destinations International Equity Fd
JOHCM Funds Tr-Regnan Global Equity Impact Solutions Fd
Invesco ETF Tr-Invesco FTSE RAFI US 1500 Small-Mid ETF
Vanguard Strategic Equity Fund
Direxion Shares ETF Tr-Direxion Daily S&P Biotech Bull 3x Sh
Clearwater Select Equity Fund
Delaware Group Equity Fds V-Small Cap Core Fund
Legg Mason Global Asset Mgt Tr-Franklin U.S. Small Cap Equity Fd
Sunamerica Series Trust-SA Legg Mason Tactical Opportunities Port
Allspring Special Small Cap Value Fund
VanEck ETF Trust-VanEck Mortgage REIT Income ETF
iShares Russell Midcap ETF
Fidelity Mid Cap Index Fd
Fidelity Real Estate Income Fund
ETFis Ser Tr I-Virtus InfraCap U.S. Preferred Stock ETF
Global X Fds-Global X Variable Rate Preferred ETF
Invesco ETF Tr II-Invesco Variable Rate Preferred ETF
Series Portfolios Tr-InfraCap Equity Income Fund ETF
ETF Series Solutions-AAM Low Duration Preferred & Income Securities
Fidelity Strategic Real Return Fund
ETFis Ser Tr I-InfraCap REIT Preferred ETF
John Hancock Var Ins Tr-Opportunistic Fixed Income Tr
Fidelity Series Real Estate Income Fund
Dividend & Income Fd
Investment Managers Ser Tr II-AXS Orinda Income Opportunities Fd
Ancora Income Fund
VanEck ETF Trust-VanEck Preferred Securities ex Financials ETF
American Beacon SiM High Yield Opportunities Fd
First Trust Multi Asset Diversified Income Index Fund
Crawford Multi-Asset Income Fd
Fidelity Total Bond Fund
Angel Oak Multi-Strategy Income Fd
Touchstone Strategic Trust-Touchstone Flexible Income Fd
Trust for Advised Port-Bramshill Income Performance Fd
DoubleLine Funds Tr-DoubleLine Yield Opportunities Fund
Advisors Inner Circle Fund III-Chiron Capital Allocation
Artisan International Small-Mid Fund
BBH Partner Fund-Small Cap Equity Fd
Fidelity Value Fund
Fidelity Small Cap Discovery Fund
Managed Portfolio Series-Reinhart Genesis PMV Fd
Trust For Professional Managers-PMC Diversified Equity Fund
Frank Fds-Camelot Event Driven Fd
Franklin Strategic Series-Franklin Small-Mid Cap Growth
Mutual Fund Ser Tr-Eventide Exponential Technologies Fund
Calamos Timpani Small Cap Growth Fund
Franklin Templeton Var Ins Pr-Frnkln Small-Mid Cap Grw VIP Fd
USAA Mutual Fund Tr-Small Cap Stock Fund
Federated Hermes Prudent Bear Fund
Russell Inv Co-U.S. Small Cap Equity Fund
First Eagle Small Opportunity Fund
Buffalo Early Stage Growth Fund
Schwab Capital Trust-Small Cap Equity Fund
iShares MSCI USA Min Vol Factor ETF
First Trust NASDAQ Cybersecurity ETF
USAA Mutual Fund Tr-Science & Technology Fund
Federated Hermes MDT Mid Cap Growth Fund
Victory Portfolios-Victory RS Science & Technology Fund
Schwab Strategic Tr-Schwab U.S. Broad Market ETF
ACAP Strategic Fund
Fidelity Advisor Health Care Fund
Blackrock Inc.
Vanguard Group Inc
Senvest Management LLC
Silverback Asset Management Llc
First Washington Corporation
"Geode Capital Management, LLC"
"Needham Investment Management, L.L.C."
"Sargent Investment Group, LLC"
Granahan Investment Management LLC
Herald Investment Management Ltd
Alger Fund-Small Cap Growth Fund
Franklin Value Investors Trust-Franklin Microcap Value F
RBB Fund Inc.-Adara Smaller Companies Fund
Carillon Ser Tr-Carillon Eagle Small Cap Growth Fund
Fidelity Select Portfolios - Semiconductors Portfolio
Legg Mason Clearbridge Small Cap Growth Fd
Allspring Growth Fund
Federated Hermes Kaufmann Small Cap Fund
SPDR (R) Ser Tr-SPDR (R) S&P (R) Semiconductor ETF
JP Morgan Small Cap Equity Fund
JP Morgan Large Cap Growth Fund
Diamond Hill Small-Mid Cap Fund
Price (T.Rowe) U.S. Small-Cap Core Equity Trust
Perritt Ultra MicroCap Fund
Vanguard Horizon Fund-Capital Opportunity Fund
Putnam Global Health Care Fd
Meridian Small Cap Growth Fund
Baron Discovery Fund
"Royce Value Trust, Inc."
Vanguard International Stock Index-Total Intl Stock Indx
Vanguard Tax Managed Fund-Vanguard Developed Markets Index Fund
DFA Continental Small Company Series
ETF Managers Tr-EFTMG Prime Cyber Security ETF
Vanguard Intl Equity Index Fds-FTSE All World ex U.S.Small Cap Index
Ancora MicroCap Fd
Diamond Hill Small Cap Fund
Fundamental Investors Inc
Dodge & Cox Stock Fund
American Funds Insurance Ser-Growth Fund
RiverNorth Opportunities Fd
RiverNorth/DoubleLine Strategic Opportunity Fund
Northern Lights Fd Tr II-North Star Micro Cap Fd
Pennsylvania Mutual Fund Inc
Brown Capital Management Small Company Fund
Nationwide Geneva Small Cap Growth Fd
Brown Advisory Fds-Brown Advisory Small Cap Fund Value Fd
Trust for Professional Managers-Mairs & Power Small Cap Fund
Avantis U.S. Small Cap Value Fund
College Retirement Equities Fund-Global Equities Account
Vanguard Horizon Fund-Strategic Small-Cap Equity Fund
Global X Fds-Global X Russell 2000 Covered Call ETF
Schwab Strategic Tr-Schwab Fundamental U.S. Small Company Index ETF
Hotchkis and Wiley Small Cap Diversified Value Fund
Principal Small Cap Value Fd II
Schwab Capital Trust-Schwab U.S. Fundamental Small Co Index Fund
Baron Small Cap Fund
Wasatch Small Cap Growth Fund
Wasatch Ultra Growth Fund
Fidelity Select Portfolios - Pharmaceuticals
Fidelity Small Cap Value Fund
EQ Advisors Trust-1290 VT Gamco Small Company Value Port
Gabelli Small Cap Growth Fund
Goldman Sachs Small Cap Value Insights Fund
American Balanced Fund
Delaware Ivy Science and Technology Fund
iShares S&P Smallcap 600 Value ETF
Invesco ETF Tr II-Invesco S&P Smallcap 600 Revenue ETF
Columbia Acorn Fund
SPDR S&P Mid Cap 400 ETF Trust
Janus Henderson Mid Cap Value Fund
Vanguard Tax Managed Fund-Small Cap Fund
SPDR Dow Jones Industrial Average ETF
First Trust NASDAQ Semiconductor ETF
Global X Fds-Global X Uranium ETF
Amplify Lithium & Battery Technology ETF
Sprott Lithium Miners ETF
Mutual Fund Ser Tr-Eventide Healthcare & Life Sciences Fund
Voya Variable Products Trust-Voya Midcap Opportunities Port
Fidelity Select Portfolios - Banking
John Hancock Financial Opportunities Fund
Capitol Ser Tr-Fuller & Thaler Behavioral Small Cap Equity Fd
Fidelity Select Portfolios - Software & IT Services Portfolio
Price (T.Rowe) Institutional Small-Cap Stock Fund
WisdomTree Tr-WisdomTree Cloud Computing Fd
Northern Lights Fd Tr-13D Activist Fd
Mutual Fund Ser Tr-AlphaCentric LifeSci Healthcare Fund
Legg Mason Clearbridge Small Cap Value Fd
Columbia Fds Var Ser Tr II-Columbia Var Port-Overseas Core Fd
Columbia Fds Ser Tr-Columbia Overseas Value Fd
Delaware Group Equity Fds IV-Delaware Healthcare Fund
Meridian Contrarian Fund
Invesco ETF Tr-Invesco Wilderhill Clean Energy ETF
First Trust Nasdaq (R) Clean Edge (R) Green Energy Index Fund
Advisors Inner Circle Fund II-Champlain Small Company Fund
Ultimus Managers Tr-Westwood Quality SmallCap Fd
Columbia Fds Ser Tr-Columbia Small Cap Value II Fd
Virtus Equity Tr-Virtus KAR Small Cap Value Fd
Crawford Small Cap Dividend Fund
"BlackRock Advantage SMID Cap Fund, Inc."
GMO Resources Fund
GMO Climate Change Fund
GMO Trust-GMO Resource Transition Fund
Invesco ETF Tr-Invesco DWA Energy Momentum ETF
Hennessy Focus Fund
Fidelity Select Portfolios - Communication Services Portfolio
General American Investors Co
Fidelity Central Investment Port-U.S. Equity Central Fd
Heartland Value Plus Fund
SPDR Portfolio S&P 600 Small Cap ETF
Invesco ETF Tr-Invesco Dynamic Pharmaceuticals ETF
Vanguard/Windsor II
Blackrock Funds-Mid-Cap Growth Equity Portfolio
Vanguard Russell 2000 Value Index Fund
